Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
Italian bread,Baked Products,0.078,271.0,50.0,0.0,0.00019,3.5,3.2,0.000191,0.0029,0.027,0.81,47.0,0.0,0.0,0.0,0.103,1.4,0.11,8.8,0.0,2.7e-05,0.55,,1.0,0.0,0.00047,0.0,0.00029,0.0044,0.00038,5e-05,0.0,0.00086,0.015,,0.00019,0.00033,0.00061,0.0002,0.00046,0.00016,0.00043,,3.2,0.00025,0.0001,0.00038,0.0,0.00029,1.2e-06,,,,,,,
Multigrain bread,Baked Products,0.111,288.0,47.0,0.0,0.00031,4.6,8.1,7e-05,0.0027,0.085,0.83,39.0,0.0,0.0,0.0,0.247,2.0,0.25,15.0,0.95,3.6e-05,0.414,0.0,0.0,0.0,0.00023999999999999998,0.0,0.00014000000000000001,0.0044,0.00037,0.00029,0.0001,0.0019,0.029,2.7,0.00022,0.00035,0.0006,0.00031,0.0022,0.00015,0.00041999999999999996,,6.9,0.00029,0.00014000000000000001,0.00043,0.0,0.0004,1.5e-06,,0.0,,,,,
Oat bread,Baked Products,0.065,236.0,40.0,0.0,0.00014000000000000001,4.4,4.5,8.1e-05,0.0031,0.035,1.6,35.0,0.0,0.0,0.0,0.141,1.7,0.147,10.0,0.7,3e-05,0.353,,5.0,2e-06,0.0005,0.0,0.00035,0.0048,0.00058,7.000000000000001e-05,0.0,0.0008900000000000001,0.019,,0.00023,0.0004,0.00073,0.0003,0.00078,0.00017999999999999998,0.0005200000000000001,,7.7,0.0003,0.00013000000000000002,0.00046,0.0,0.00044,1.2e-06,,,,,,,
Oatmeal bread,Baked Products,0.066,269.0,49.0,0.0,0.00020999999999999998,4.4,4.0,6.2e-05,0.0027,0.037,1.6,45.0,0.0,0.0,0.0,0.126,1.7,0.142,8.4,0.7,2.5e-05,0.447,,16.0,5e-06,0.0004,3e-08,0.00023999999999999998,0.0031,0.00034,7.000000000000001e-05,0.0,0.001,0.019,,0.00019,0.00033,0.00061,0.00027,0.00094,0.00015,0.00041,,8.1,0.00025,0.00011999999999999999,0.00039,0.0,0.00047999999999999996,1.5e-06,,,,,,,
Pita bread,Baked Products,0.086,275.0,56.0,0.0,0.00017,1.2,2.2,0.000107,0.0026,0.026,0.11,54.0,0.0,0.0,0.0,0.097,0.54,0.12,9.1,0.17,2.7e-05,0.536,,0.0,0.0,0.0006,0.0,0.00033,0.0046,0.0004,2.9999999999999997e-05,0.0,0.0008399999999999999,0.015,,0.0002,0.00035,0.00063,0.00022,0.00047999999999999996,0.00016,0.00045,,1.3,0.00026000000000000003,0.00011,0.00039,0.0,0.0003,2.0000000000000002e-07,,,,,,,
Protein bread,Baked Products,0.124,245.0,44.0,0.0,0.00041999999999999996,2.2,3.0,0.000116,0.004200000000000001,0.065,0.18,41.0,0.0,0.0,0.0,0.185,1.0,0.322,12.0,0.33,3.3e-05,0.404,,5.0,0.0,0.00035999999999999997,0.0,0.00039,0.0043,0.00041999999999999996,7.000000000000001e-05,0.0,0.0018,0.019,,0.00027,0.00047,0.00086,0.00037,0.0015,0.0002,0.0006,,1.4,0.00037,0.00015,0.0005200000000000001,0.0,0.00035999999999999997,1.3e-06,,,,,,,
Pumpernickel bread,Baked Products,0.068,250.0,48.0,0.0,0.00029,3.1,6.5,9.3e-05,0.0029,0.054,0.93,41.0,0.0,0.0,0.0,0.178,1.2,0.208,8.7,0.44,2.5e-05,0.596,,0.0,0.0,0.00033,0.0,0.00031,0.0031,0.0004,0.00013000000000000002,0.0,0.0015,0.015,,0.0002,0.00033,0.0006,0.00025,0.0013,0.00016,0.00041999999999999996,,0.53,0.00027,0.0001,0.0004,0.0,0.00041999999999999996,8.000000000000001e-07,,,,,,,
Raisin bread,Baked Products,0.066,274.0,52.0,0.0,0.0002,4.4,4.3,0.000106,0.0029,0.026,2.3,48.0,0.0,0.0,0.0,0.109,0.68,0.227,7.9,1.1,2e-05,0.347,,0.0,0.0,0.00034,0.0,0.0004,0.0035,0.00039,7.000000000000001e-05,0.0001,0.0007199999999999999,0.015,,0.00017,0.00029,0.0005200000000000001,0.0002,0.0005,0.00013000000000000002,0.00035999999999999997,,5.7,0.00022,8e-05,0.00033,0.0,0.00028000000000000003,1.7e-06,,,,,,,
Rye bread,Baked Products,0.073,259.0,48.0,0.0,0.00019,3.3,5.8,0.00011,0.0028,0.04,1.3,43.0,0.0,0.0,0.0,0.125,0.8,0.166,8.5,0.63,3.1e-05,0.603,,7.0,0.0,0.00043,0.0,0.00034,0.0038,0.00044,8e-05,0.0004,0.0011,0.015,,0.00017999999999999998,0.00032,0.00058,0.00023,0.00082,0.00014000000000000001,0.00041,,3.9,0.00026000000000000003,0.0001,0.00038,0.0,0.00033,1.2e-06,,,,,,,
White Bread,Baked Products,0.144,266.0,49.0,0.0,0.0001,3.3,2.7,0.000111,0.0036,0.023,0.6,47.0,0.0,0.0,0.0,0.098,1.6,0.126,8.9,0.7,2.2e-05,0.49,0.03,1.0,0.0,0.00053,0.0,0.00023999999999999998,0.0048,0.00054,8.999999999999999e-05,0.0,0.00074,0.015,2.4,,,,,0.00054,,,37.0,5.7,,,,0.0,0.00022,2.0000000000000002e-07,0.17,0.0,0.0,0.0,0.0,,
Bread crumbs,Baked Products,0.183,395.0,72.0,0.0,0.00026000000000000003,5.3,4.5,0.000107,0.0048,0.043,1.0,67.0,0.0,0.0,0.0,0.165,2.1,0.196,13.0,1.2,2.5e-05,0.732,,0.0,0.0,0.0009699999999999999,3.5e-07,0.0004,0.0066,0.00055,0.00011999999999999999,0.0,0.0015,0.015,2.5,0.0003,0.00054,0.0009599999999999999,0.00043,0.00092,0.00023,0.00066,60.0,6.2,0.00043,0.00016,0.0006,0.0,8e-05,6.5999999999999995e-06,,,,,,,
Bread sticks,Baked Products,0.022,412.0,68.0,0.0,0.00019,9.5,3.0,0.000162,0.0043,0.032,3.6,65.0,0.0,0.0,0.0,0.121,3.6,0.124,12.0,1.4,3.8e-05,0.713,,0.0,0.0,0.0005899999999999999,0.0,0.00055,0.0053,0.00054,7.000000000000001e-05,0.0,0.00088,0.015,,0.00026000000000000003,0.00046,0.0008399999999999999,0.00028000000000000003,0.0005600000000000001,0.00020999999999999998,0.0005899999999999999,,1.3,0.00034,0.00014000000000000001,0.0005200000000000001,0.0,0.001,2.2e-06,,,,,,,
Bread stuffing,Baked Products,0.097,386.0,76.0,0.001,0.00023999999999999998,3.4,3.2,0.000168,0.0038,0.04,1.5,73.0,0.0,0.0,0.0,0.141,0.71,0.246,11.0,0.85,4.8e-05,1.405,,2.0,0.0,0.0006,2e-08,0.0004,0.0058,0.0004,0.00015,0.0,0.00093,0.015,,0.00025,0.0004,0.0007700000000000001,0.00032,0.0005899999999999999,0.00019,0.00055,,8.3,0.00033,0.00014000000000000001,0.00046,0.0,0.00038,1.1e-06,,,,,,,
Angel food cake,Baked Products,0.14,258.0,58.0,0.0,8e-05,0.8,1.5,3.5e-05,0.0005200000000000001,0.012,0.07,56.0,,,,0.324,0.37,0.093,5.9,0.12,7.2999999999999996e-06,0.749,,0.0,0.0,0.0001,6e-08,0.00049,0.00088,0.0002,2.9999999999999997e-05,0.0,7.000000000000001e-05,,,0.00013000000000000002,0.00031,0.00047999999999999996,0.00035999999999999997,8.999999999999999e-05,0.00017999999999999998,0.00033,,,0.00025,8e-05,0.00035,,,,,,,,,,
Carrot cake,Baked Products,0.172,415.0,79.0,0.0,5e-05,9.8,,6.7e-05,0.0018,0.008,4.0,79.0,,,,0.247,3.7,0.169,5.1,1.5,1.5e-05,0.567,,1930.0,9.7e-05,0.00027,4e-08,0.00017,0.0022,0.00029,8e-05,0.0012,0.0002,,,0.00011,0.00019,0.00034,0.00014000000000000001,0.00053,8e-05,0.00023999999999999998,,,0.00015,5.9999999999999995e-05,0.00020999999999999998,,,,,,,,,,
Chocolate cake,Baked Products,0.06,371.0,53.0,0.058,0.00020999999999999998,15.0,1.6,2.7e-05,0.0016,0.032,6.0,52.0,0.01,0.0,0.0,0.106,2.8,0.14,5.3,5.4,1.2e-05,0.315,,140.0,,0.00014000000000000001,1.6e-07,0.00020999999999999998,0.0011,0.0003,4e-05,0.0002,0.00069,0.128,,0.00011999999999999999,0.00023999999999999998,0.00041,0.00027,0.00028000000000000003,0.00011999999999999999,0.00027,,,0.0002,7.000000000000001e-05,0.00028000000000000003,,,,,,,,,,
White cake,Baked Products,0.09,356.0,63.0,0.001,7.000000000000001e-05,10.0,1.0,3.1e-05,0.0012,0.012,3.7,62.0,0.0,0.0,0.0,0.07,2.2,0.099,4.4,3.9,1.1e-05,0.284,,42.0,1.2e-05,0.00013000000000000002,6e-08,0.00019,0.0011,0.00017,2.9999999999999997e-05,0.0001,0.00033,0.006,,0.0001,0.0002,0.00034,0.0002,0.00028000000000000003,0.00011,0.00023,,57.0,0.00016,5e-05,0.00023,2.0000000000000002e-07,0.00011999999999999999,4.1e-06,,,,,,,
Coffeecake,Baked Products,0.059,339.0,44.0,0.085,5e-05,15.0,1.0,3.9e-05,0.00064,0.015,7.1,43.0,0.01,0.0,0.0,0.101,1.6,0.289,7.0,5.4,1.3e-05,0.339,,287.0,8.6e-05,0.00011,3.4000000000000003e-07,0.00013000000000000002,0.00068,0.0004,5.9999999999999995e-05,0.0001,0.0005899999999999999,,,0.00019,0.00033,0.00057,0.0004,0.00017,0.00014000000000000001,0.00035,,,0.00026000000000000003,8e-05,0.00035999999999999997,,,,,,,,,,
Fruitcake,Baked Products,0.033,324.0,62.0,0.005,5e-05,9.1,3.7,2e-05,0.0021000000000000003,0.016,4.2,58.0,0.0,0.0,0.0,0.052,3.3,0.153,2.9,1.0,2e-06,0.101,,22.0,7e-06,5e-05,1e-08,0.0001,0.00079,0.00023,5e-05,0.0005,0.00027,0.0089,,7.000000000000001e-05,0.00011999999999999999,0.00020999999999999998,0.00011999999999999999,0.00022,5.9999999999999995e-05,0.00014000000000000001,,27.0,0.0001,4e-05,0.00014000000000000001,0.0,0.0009,1.5e-06,,,,,,,
Gingerbread,Baked Products,0.071,356.0,49.0,0.032,0.0002,16.0,,3.3e-05,0.0029,0.07,7.1,49.0,0.0,0.0,0.0,0.054,4.2,0.439,3.9,4.1,1.6e-05,0.327,,48.0,1.4e-05,0.00019,6e-08,0.00016,0.0017,0.00038,0.00019,0.0001,0.00039,,,8.999999999999999e-05,0.00015,0.00028000000000000003,0.00013000000000000002,0.00068,8e-05,0.0002,,,0.00011999999999999999,5e-05,0.00017,,,,,,,,,,
Marble cake,Baked Products,0.076,416.0,80.0,0.0,0.00014000000000000001,12.0,2.9,3.6e-05,0.0016,0.018,4.8,77.0,0.0,0.0,0.0,0.275,3.8,0.123,3.4,2.5,2.6e-06,0.519,,2.0,1e-06,0.00017999999999999998,0.0,0.00013000000000000002,0.0015,0.0001,2.9999999999999997e-05,0.0,0.00035,0.0045,,7.000000000000001e-05,0.00013000000000000002,0.00022,0.00013000000000000002,0.00014000000000000001,5e-05,0.00016,,36.0,0.00011,5e-05,0.00016,0.0,0.00085,2.8e-06,,,,,,,
Pineapple cake,Baked Products,0.12,319.0,51.0,0.022,8.999999999999999e-05,12.0,0.8,2.6e-05,0.0015,0.013,5.2,50.0,0.0,0.0,0.0,0.082,3.3,0.112,3.5,2.9,9.4e-06,0.319,,253.0,6.2e-05,0.153,8e-08,0.00016,0.0012,0.0002,2.9999999999999997e-05,0.0012,0.00031,,,8e-05,0.00015,0.00026000000000000003,0.00014000000000000001,0.00035,7.000000000000001e-05,0.00017,,,0.00011999999999999999,4e-05,0.00017,,,,,,,,,,
Pound cake,Baked Products,0.047,353.0,54.0,0.066,4e-05,14.0,0.6,4.2e-05,0.0015,0.008,3.0,53.0,0.01,0.01,0.0,0.14,3.4,0.149,5.0,4.8,5e-06,0.377,0.19,241.0,7e-05,0.00017,3.6e-07,0.00025,0.0016,0.00049,4e-05,0.0,0.00043,0.066,0.33,0.00011999999999999999,0.0002,0.0004,0.0002,0.00011,0.00011999999999999999,0.00023999999999999998,17.0,33.0,0.153,4e-05,0.00025,8.000000000000001e-07,0.00065,1.7e-06,0.37,0.0,0.02,0.0,0.01,2.9,
Shortcake,Baked Products,0.205,346.0,49.0,0.003,8e-05,14.0,,5.3e-05,0.0025,0.016,6.0,49.0,0.0,0.0,0.0,0.143,3.6,0.106,6.1,3.8,1.7e-05,0.506,,72.0,1.8e-05,0.00031,7e-08,0.00027,0.0026,0.00025,2.9999999999999997e-05,0.0002,0.00047999999999999996,,,0.00014000000000000001,0.00023999999999999998,0.00045,0.0002,0.00033,0.00011999999999999999,0.0003,,,0.00017999999999999998,8e-05,0.00027,,,,,,,,,,
Yellow cake,Baked Products,0.032,379.0,55.0,0.016,0.00016,18.0,1.5,2.2e-05,0.002,0.02,7.2,54.0,0.0,0.0,0.0,0.138,4.7,0.187,3.2,5.8,5.9e-06,0.31,1.3,26.0,7e-06,4e-05,0.0,8.999999999999999e-05,0.0008,0.00017,0.0,0.0,0.00041999999999999996,0.017,0.62,,,,,0.00022,,,8.6,39.0,,,,2.0000000000000002e-07,0.0045,2.5e-05,0.47,0.0,0.03,0.0,0.0,4.0,
Cheesecake,Baked Products,0.051,321.0,26.0,0.055,2e-05,23.0,0.4,1.8e-05,0.00063,0.011,8.6,25.0,0.01,0.0,0.0,0.093,1.6,0.09,5.5,9.9,5.2e-06,0.438,,547.0,0.000159,2.9999999999999997e-05,1.7000000000000001e-07,0.00019,0.0002,0.00057,5e-05,0.0004,0.00051,0.046,,0.00013000000000000002,0.00028000000000000003,0.00046,0.00037,0.00014000000000000001,0.00014000000000000001,0.00026000000000000003,,22.0,0.00022,5.9999999999999995e-05,0.00031,5e-07,0.0005600000000000001,4.4e-06,,,,,,,
Chocolate brownie,Baked Products,0.057,466.0,50.0,0.073,0.00039,29.0,,2.9e-05,0.0018,0.053,11.0,50.0,0.01,0.0,0.0,0.132,9.4,0.176,6.2,7.3,1.2e-05,0.343,,827.0,0.000176,0.00014000000000000001,1.6e-07,0.00019,0.00098,0.00033,8.999999999999999e-05,0.0003,0.0009699999999999999,,,0.00014000000000000001,0.00027,0.00045,0.00028000000000000003,0.0005899999999999999,0.00013000000000000002,0.0003,,,0.00023,8e-05,0.00032,,,,,,,,,,
Butter cookie,Baked Products,0.029,467.0,69.0,0.117,0.0002,19.0,0.8,7.6e-05,0.0022,0.012,5.5,68.0,0.01,0.0,0.01,0.102,0.98,0.111,6.1,11.0,8.400000000000001e-06,0.282,,673.0,0.000165,0.00037,3.6e-07,0.00034,0.0032,0.00049,4e-05,0.0,0.00038,0.0065,,0.00014000000000000001,0.00028000000000000003,0.00047,0.00031,0.00017,0.00013000000000000002,0.0003,,20.0,0.00022,8e-05,0.00032,4.0000000000000003e-07,0.00058,1.7e-06,,,,,,,
Wafer,Baked Products,0.031,433.0,73.0,0.002,0.00046,14.0,3.4,4.7e-05,0.004,0.053,4.9,69.0,0.0,0.0,0.0,0.132,4.2,0.21,6.6,4.2,5.7000000000000005e-06,0.58,,10.0,3e-06,0.0002,9e-08,0.00027,0.0029,0.00038,5e-05,0.0,0.0011,0.014,,0.00013000000000000002,0.00026000000000000003,0.00045,0.00028000000000000003,0.0007,0.00011,0.00031,,37.0,0.00022,0.0001,0.00032,0.0,0.0007199999999999999,2.4e-06,,,,,,,
Fig bars,Baked Products,0.064,348.0,71.0,0.0,0.00015,7.3,4.6,3.5e-05,0.0029,0.027,3.0,66.0,0.0,0.0,0.0,0.062,2.8,0.207,3.7,1.1,3.2999999999999997e-06,0.35,,33.0,9e-06,0.00016,9e-08,0.00022,0.0019,0.00035999999999999997,8e-05,0.0003,0.00039,0.015,,7.000000000000001e-05,0.00013000000000000002,0.00022,0.00014000000000000001,0.00034,5e-05,0.00015,,46.0,0.00011,5e-05,0.00016,0.0,0.00065,5.7999999999999995e-06,,,,,,,
Gingersnaps,Baked Products,0.077,416.0,77.0,0.0,0.00031,9.8,2.2,8.7e-05,0.0064,0.049,5.4,75.0,0.0,0.0,0.0,0.083,1.4,0.346,5.6,2.5,5.0999999999999995e-06,0.501,,2.0,0.0,0.0002,0.0,0.00029,0.0032,0.00038,0.0001,0.0,0.00055,0.0088,,0.00011,0.00020999999999999998,0.00038,0.0002,0.0016,8.999999999999999e-05,0.00026000000000000003,,20.0,0.00016,8e-05,0.00025,0.0,0.0009699999999999999,2.5e-06,,,,,,,
Graham cracker,Baked Products,0.077,430.0,78.0,0.0,0.00017,11.0,3.4,9.1e-05,0.0038,0.04,2.5,74.0,0.0,0.0,0.0,0.185,5.4,0.17,6.7,1.6,6.3e-06,0.459,0.06,2.0,0.0,0.00027,0.0,0.00032,0.0044,0.00041999999999999996,0.00016,0.0,0.0009599999999999999,0.005900000000000001,0.99,,,,,0.001,,,47.0,25.0,,,,0.0,0.0015,1.4e-05,0.6,0.0,0.02,0.0,0.0,4.7,
Ladyfingers,Baked Products,0.047,363.0,60.0,0.221,0.0001,9.1,1.0,7.7e-05,0.0036,0.012,3.7,59.0,0.04,,0.0,0.173,1.4,0.113,11.0,3.0,,0.147,,556.0,0.000167,0.00028000000000000003,7.5e-07,0.00043,0.0021000000000000003,0.0011,0.00011999999999999999,0.0,0.0011,,,0.00025,0.0005200000000000001,0.00086,0.00068,0.00023999999999999998,0.00027,0.00051,,,0.00047,0.00013000000000000002,0.00058,,,,,,,,,,
Cookie dough,Baked Products,0.031,424.0,59.0,0.024,0.00011,19.0,2.5,3.5e-05,0.0021000000000000003,0.028,11.0,57.0,0.0,0.0,0.0,0.104,2.6,0.147,5.4,4.8,9.1e-06,0.294,,70.0,4e-06,0.00023,4e-08,0.00015,0.0019,0.00037,4e-05,0.0,0.00064,,,0.00013000000000000002,0.00023,0.00041,0.00026000000000000003,0.0007700000000000001,0.00011999999999999999,0.00028000000000000003,,,0.00017999999999999998,8.999999999999999e-05,0.00029,,,,,,,,,,
Shortbread,Baked Products,0.013,514.0,64.0,0.0,8.999999999999999e-05,26.0,1.3,8.1e-05,0.003,0.014,6.7,62.0,0.0,0.0,0.0,0.066,8.3,0.088,5.4,8.1,6.2e-06,0.353,0.71,1.0,0.0,0.00035,0.0,0.00031,0.0033,0.00032,7.000000000000001e-05,0.0,0.00049,0.0009,0.3,,,,,0.00039,,,40.0,22.0,,,,0.0,0.0024,1.1e-05,0.89,0.01,0.03,0.0,0.01,7.3,
Puff pastry,Baked Products,0.01,558.0,46.0,0.0,0.00011999999999999999,39.0,1.5,5.5e-05,0.0026,0.016,8.8,44.0,0.0,0.0,0.0,0.06,22.0,0.062,7.4,5.5,2.5e-05,0.253,,1.0,0.0,0.00032,0.0,0.00026000000000000003,0.0038,0.0,2e-05,0.0,0.00054,0.0062,,0.00016,0.00028000000000000003,0.00051,0.00014000000000000001,0.0005,0.00013000000000000002,0.00037,,0.75,0.0002,8.999999999999999e-05,0.00031,0.0,0.00055,1.6e-05,,,,,,,
Cheese crackers,Baked Products,0.136,489.0,59.0,0.003,0.00013000000000000002,23.0,2.3,0.000152,0.004900000000000001,0.025,5.7,57.0,0.0,0.0,0.0,0.2,10.0,0.156,11.0,5.3,1.4e-05,0.973,0.54,156.0,1.7e-05,0.0005600000000000001,3.4000000000000003e-07,0.00034,0.0060999999999999995,0.00047,0.00017,0.0,0.0012,0.0087,0.37,0.00025,0.00041999999999999996,0.00074,0.00041999999999999996,0.0005600000000000001,0.00019,0.00049,53.0,4.5,0.0003,0.00013000000000000002,0.00047999999999999996,0.0,0.0022,9.4e-06,0.72,0.01,0.0,0.0,0.0,9.3,
Matzo,Baked Products,0.013,395.0,84.0,0.0,5.9999999999999995e-05,1.4,3.0,1.7e-05,0.0032,0.025,0.13,81.0,0.0,0.0,0.0,0.089,0.6,0.112,10.0,0.23,3.7e-05,0.0,,0.0,0.0,0.00039,0.0,0.00029,0.0039,0.00044,0.00011999999999999999,0.0,0.00068,0.011,,0.00020999999999999998,0.00037,0.00069,0.00019,0.00065,0.00017999999999999998,0.00049,,0.29,0.00027,0.00011999999999999999,0.00041999999999999996,0.0,5.9999999999999995e-05,3e-07,,,,,,,
Melba toast,Baked Products,0.093,390.0,77.0,0.0,0.00029,3.2,6.3,0.000124,0.0037,0.059,0.78,70.0,0.0,0.0,0.0,0.196,1.3,0.202,12.0,0.45,3.5e-05,0.598,,0.0,0.0,0.00041,0.0,0.00027,0.0040999999999999995,0.00069,0.0001,0.0,0.002,0.02,,0.00026000000000000003,0.00046,0.0008399999999999999,0.00028000000000000003,0.0011,0.00020999999999999998,0.0006,,0.94,0.00034,0.00014000000000000001,0.0005200000000000001,0.0,0.00043,9.000000000000001e-07,,,,,,,
Cracker,Baked Products,0.12,510.0,61.0,0.0,0.0001,26.0,2.3,9.2e-05,0.004,0.018,6.6,59.0,0.0,0.0,0.0,0.248,13.0,0.118,6.6,5.6,6.7e-06,0.726,1.1,0.0,0.0,0.00041999999999999996,0.0,0.00046,0.0044,0.00041999999999999996,5.9999999999999995e-05,0.0,0.00049,0.0096,0.29,0.00015,0.00025,0.00047,0.0001,0.00049,0.00011,0.00033,50.0,8.2,0.00019,8e-05,0.00029,0.0,0.003,6.9e-05,1.5,0.01,0.06,0.0,0.0,11.0,
Cheese sandwich,Baked Products,0.204,497.0,58.0,0.007,0.00016,25.0,3.1,6.4e-05,0.0026,0.054,10.0,55.0,0.0,0.0,0.0,0.382,9.2,0.306,9.8,4.1,2.4e-05,0.839,,71.0,2.1e-05,0.00035999999999999997,1.2e-07,0.00043,0.0032,0.00062,0.00026000000000000003,0.0015,0.00087,,,0.00022,0.00038,0.0007,0.00034,0.0011,0.00017,0.00047,,,0.0003,0.00013000000000000002,0.00044,,,,,,,,,,
Croissant,Baked Products,0.037,406.0,46.0,0.067,8e-05,21.0,2.6,8.8e-05,0.002,0.016,5.5,43.0,0.0,0.0,0.0,0.105,1.1,0.118,8.2,12.0,2.3e-05,0.467,,744.0,0.000206,0.00039,1.6e-07,0.00023999999999999998,0.0022,0.00086,5.9999999999999995e-05,0.0002,0.00075,0.039,,0.00019,0.00037,0.00062,0.00033,0.00033,0.00017999999999999998,0.00041999999999999996,,11.0,0.00028000000000000003,0.0001,0.00041,0.0,0.0008399999999999999,1.8000000000000001e-06,,,,,,,
Crouton,Baked Products,0.076,407.0,74.0,0.0,0.00016,6.6,5.1,0.000132,0.0040999999999999995,0.031,3.1,68.0,0.0,0.0,0.0,0.115,1.3,0.124,12.0,1.5,3.8e-05,0.698,,0.0,0.0,0.00062,0.0,0.00027,0.0054,0.00043,2.9999999999999997e-05,0.0,0.0008900000000000001,,,0.00026000000000000003,0.00046,0.00083,0.00028000000000000003,0.0005,0.00020999999999999998,0.0005899999999999999,,,0.00034,0.00014000000000000001,0.00051,,,,,,,,,,
Danish pastry,Baked Products,0.035,374.0,37.0,0.023,8.999999999999999e-05,22.0,1.0,6e-05,0.0018,0.015,11.0,36.0,0.0,0.0,0.0,0.108,2.6,0.098,8.0,6.8,1.9e-05,0.417,,128.0,3.5e-05,0.00019,2.0000000000000002e-07,0.00026000000000000003,0.002,0.0003,4e-05,0.0001,0.0007,0.02,,0.00020999999999999998,0.00037,0.00064,0.00043,0.00035,0.00017,0.0004,,7.0,0.00029,8.999999999999999e-05,0.00041,0.0,0.00035,6.9e-06,,,,,,,
Doughnuts,Baked Products,0.04,434.0,47.0,0.01,8.999999999999999e-05,25.0,1.7,9.2e-05,0.0025,0.017,8.5,45.0,0.0,0.0,0.0,0.26,3.9,0.134,5.3,11.0,1e-05,0.477,,14.0,4e-06,0.00039,6e-08,0.0003,0.0029,0.00038,5e-05,0.0,0.0005,0.037,0.0,,,,,0.00033,,,26.0,18.0,,,,0.0,0.002,9.800000000000001e-06,0.24,0.01,0.02,0.0,0.0,3.6,
English muffins,Baked Products,0.163,227.0,44.0,0.0,0.00014000000000000001,1.7,3.5,9.4e-05,0.004,0.024,0.38,41.0,0.0,0.0,0.0,0.092,0.5,0.109,8.9,0.73,2.2e-05,0.425,0.0,0.0,0.0,0.00047999999999999996,4e-08,0.00025,0.0040999999999999995,0.00035999999999999997,5e-05,0.0018,0.0011,0.016,0.69,0.0002,0.0004,0.00065,0.00045,0.00051,0.153,0.00041999999999999996,37.0,3.5,0.00033,0.00011,0.00045,0.0,0.00031,1.2e-06,0.05,0.0,0.0,,,,
French toast,Baked Products,0.1,229.0,25.0,0.116,5.9999999999999995e-05,11.0,,4.3e-05,0.0017,0.017,4.5,25.0,0.01,0.0,0.0,0.117,2.6,0.134,7.7,2.7,2e-05,0.479,,503.0,0.000124,0.0002,3.1e-07,0.00032,0.0016,0.00055,7.000000000000001e-05,0.0003,0.00067,,,0.00017999999999999998,0.00038,0.00062,0.00041,0.00019,0.00019,0.00039,,,0.00031,8.999999999999999e-05,0.00041999999999999996,,,,,,,,,,
Hush puppies,Baked Products,0.278,337.0,46.0,0.045,7.000000000000001e-05,14.0,2.8,8.9e-05,0.003,0.024,3.3,43.0,0.0,0.0,0.0,0.189,7.2,0.144,7.7,2.1,1.6e-05,0.668,,186.0,4.1e-05,0.00035,1.9e-07,0.00033,0.0028,0.00035999999999999997,0.0001,0.0002,0.00066,0.033,,0.0002,0.00032,0.0007099999999999999,0.00031,0.00022,0.00017,0.00038,,2.0,0.00028000000000000003,8e-05,0.00039,0.0,0.0013,2.4e-05,,,,,,,
Muffin,Baked Products,0.044,375.0,53.0,0.03,5.9999999999999995e-05,16.0,1.1,4.8e-05,0.0013,0.01,4.8,52.0,0.01,0.0,0.0,0.146,8.1,0.121,4.5,2.8,8.2e-06,0.336,0.2,73.0,2.1e-05,0.00017,1.6e-07,0.00016,0.0014,0.00047,4e-05,0.0009,0.00037,0.093,1.2,0.00013000000000000002,0.00022,0.00041999999999999996,0.0002,0.00045,0.00011999999999999999,0.00028000000000000003,16.0,31.0,0.00017999999999999998,7.000000000000001e-05,0.00026000000000000003,1.0000000000000001e-07,0.0016,3.9e-05,1.0,0.01,0.05,0.0,0.0,6.9,
Pancake,Baked Products,0.219,227.0,28.0,0.059,5e-05,9.7,,3.8e-05,0.0018,0.016,2.5,28.0,0.01,0.0,0.0,0.159,4.4,0.132,6.4,2.1,1.5e-05,0.439,,196.0,5.4e-05,0.0002,2.2e-07,0.00028000000000000003,0.0016,0.00041,5e-05,0.0003,0.0005600000000000001,,,0.00015,0.0003,0.00051,0.00032,0.0002,0.00015,0.00032,,,0.00023999999999999998,8e-05,0.00034,,,,,,,,,,
Blueberry pie,Baked Products,0.007,245.0,34.0,0.0,7.000000000000001e-05,12.0,,2.3e-05,0.0012,0.008,5.1,34.0,0.0,0.0,0.0,0.03,3.1,0.05,2.7,2.9,7.4e-06,0.185,,42.0,2e-06,0.153,0.0,0.00013000000000000002,0.0012,0.00011999999999999999,2.9999999999999997e-05,0.0007,0.0002,,,5.9999999999999995e-05,8.999999999999999e-05,0.00017999999999999998,5.9999999999999995e-05,0.0003,5e-05,0.00013000000000000002,,,7.000000000000001e-05,2.9999999999999997e-05,0.00011,,,,,,,,,,
